stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,condition,voice_type,distorted_audio,sound_file,question_order,hire,hire_rt,intelligence,intelligence_rt,debrief_age,debrief_gender,debrief_audio_output,debrief_audio_problems,debrief_testing,debrief_other,debrief_attention,debrief_audio_quality,debrief_understandable,debrief_hire_exp,data_summary,id
NA,NA,html-keyboard-response,12,580222,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,14,6170.2,86,9432,60,male,Headphones,none,The voice sounded like AI,voice as AI,97,65,86,Yes,TRUE,102
NA,NA,html-keyboard-response,12,132809,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,76,4294.8,89,2356.1,29,female,Laptop Speakers,No,Confidence and intelligence based on speech.,no,95,73,88,No,TRUE,103
NA,NA,html-keyboard-response,12,194885,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,85,5407.2,83,3196.5,39,female,Headphones,no,I have no idea.,no,100,17,87,Yes,TRUE,104
NA,NA,html-keyboard-response,12,119358,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,76,3676.6,81,3198.5,48,male,Headphones,no,hiring decisions based on info given,all good thanks,100,87,100,Yes,TRUE,105
NA,NA,html-keyboard-response,12,146080,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,86,2298.4,89,4150.1,34,female,Laptop Speakers,n/a,How someone may perceive others based on how they speak and sound,n/a,100,96,100,Yes,TRUE,106
NA,NA,html-keyboard-response,12,362769,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,92,4324.8,91,11041.2,52,female,External Speakers,"No, I did not experience any diificulties","I'm not certain but possibly to collect data on how one may judge another persons intelligence based on limited information and further, how likely one may hire another based on this limiting information.","No, nothing impacted me or my results. Thank you for this unique study. I enjoyed it.",100,60,97,Yes,TRUE,107
NA,NA,html-keyboard-response,12,350866,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,52,13027.2,54,30971.5,26,male,Headphones,No,How people make judgments based off of people's spoken language,No,100,39,81,No,TRUE,108
NA,NA,html-keyboard-response,12,219099,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,69,2145.2,77,4754.8,25,male,Earbuds,n/a,I think it was testing a person's correlation of intelligence and articulation.,no,81,44,79,No,TRUE,109
NA,NA,html-keyboard-response,12,202054,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,87,4690.3,86,4637.6,52,female,Laptop Speakers,"No, I did not experience any technical difficulties in playing the audio.",The experiment was testing people's perceptions of different job candidates.,Not at this time,100,60,100,Yes,TRUE,110
NA,NA,html-keyboard-response,12,230732,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,89,6832.7,88,5148.6,44,female,Laptop Speakers,No,"Judging a candidate from their experience, voice, and words that they used",no,95,36,75,No,TRUE,111
NA,NA,html-keyboard-response,12,210883,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,89,5405.6,84,12928.3,45,female,Laptop Speakers,no,I really have no idea.,no,100,100,100,No,TRUE,112
NA,NA,html-keyboard-response,12,527306,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,24,5574.7,44,14019.3,39,male,Headphones,No,"I don't know. I feel like the decision to use a robotic voice instead of a natural human voice biased my responses because: 1) who's going to hire a robot? and 2) even if the statement was made by a human being and the voice was made robotic in order to protect their identity, my response becomes biased because I'm not aware of this and I feel like I'm being asked to hire a robot and not a person",Can't tell if it's a human candidate whose voice was obscured to sound robotic or it's a robot candidate.,100,25,100,Yes,TRUE,113
NA,NA,html-keyboard-response,12,223909,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,70,11606.7,68,5065.1,38,male,Headphones,no,It was testing to see if we had biases based on the sound of the person's voice,no,90,40,80,No,TRUE,114
NA,NA,html-keyboard-response,12,292536,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,74,11788.1,77,5614,25,female,Laptop Speakers,No difficulties were encountered.,Examining people's perceptions.,Not really,100,83,100,Yes,TRUE,115
NA,NA,html-keyboard-response,12,103607,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,63,5740.3,70,3474.6,34,male,Laptop Speakers,no,applications,no,85,80,82,Yes,TRUE,116
NA,NA,html-keyboard-response,12,242168,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,94,7723,100,4257,54,female,Laptop Speakers,none,If we thought a certain ethnicity was more intelligent and would we hire someone with an accent/minority.,"I am very impressed with people that are fluent in more than one language. Most people around my area only speak one. I think that alone shows a level of intelligence. It is something we should be impressed with. It is so offensive to me when people discriminate against someone with an accent. It makes me want to ask them, well, how many languages can you speak?",100,100,100,No,TRUE,117
NA,NA,html-keyboard-response,12,209559,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,70,3776,80,5139.7,32,male,Laptop Speakers,"No, everything was fine, thank you for the opportunity.","One's ability to determine if someone is a good fit for a position or not, also to determine if people would disqualify a person due to them sounding robotic or AI.","No, thank you for the opportunity.",88,80,90,No,TRUE,118
NA,NA,html-keyboard-response,12,174523,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,54,4549.1,62,6686.4,62,female,Laptop Speakers,no,Participant's ability to choose when faced with a hiring decision,no,100,17,95,Yes,TRUE,119
NA,NA,html-keyboard-response,12,187028,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,73,6008.3,83,4800.2,34,male,Headphones,"No, everything was good.",I think this experiment was testing the hire ability of an individual.,Everything was good.,100,100,100,No,TRUE,120
NA,NA,html-keyboard-response,12,286643,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,77,5708.3,74,8947.1,71,female,External Speakers,None,Judging character with very little information.,All was clear and understandable.,100,98,100,No,TRUE,121
NA,NA,html-keyboard-response,12,296544,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,82,7093.2,80,3632.8,59,female,External Speakers,No.,This was testing personal statements regarding qualifications that would prompt hiring of an individual.,It did sound more like a machine than a person.  But that did not impact how I did the experiment.,100,57,100,Yes,TRUE,122
NA,NA,html-keyboard-response,12,189679,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,100,5005.1,100,8263.1,56,female,Earbuds,none,effective listening,none,100,78,97,No,TRUE,123
NA,NA,html-keyboard-response,12,128742,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,63,3695.1,77,4819,56,male,Headphones,no problems,i have no idea,nope all good,100,15,100,Yes,TRUE,124
NA,NA,html-keyboard-response,12,163535,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,75,6422.2,80,4994.9,44,female,Laptop Speakers,no,People's perceptions of an employment candidate,n/a,90,100,100,No,TRUE,125
NA,NA,html-keyboard-response,12,164713,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,75,11151.4,75,6115.3,32,male,Headphones,No,Perceptions of confidence,No,100,40,100,Yes,TRUE,126
NA,NA,html-keyboard-response,12,201853,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,55,6368.7,65,9563.8,61,female,Headphones,no,I have no idea what this experiment was testing,no,97,92,97,No,TRUE,127
NA,NA,html-keyboard-response,12,285454,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,78,6780.8,78,5277.2,36,male,Headphones,No,I'm guessing it's about how we evaluate competence based on a quick first impression.,No,100,100,100,No,TRUE,128
NA,NA,html-keyboard-response,12,142890,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,69,3105.3,77,6172.9,47,male,External Speakers,No,How to perceive audio of an employe,No,100,33,91,Yes,TRUE,129
NA,NA,html-keyboard-response,12,266270,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,80,10735.1,78,6114.3,54,female,Headphones,No,The way you percieve someone just by hearing them,N/A,100,90,100,No,TRUE,130
NA,NA,html-keyboard-response,12,227485,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,68,3907.5,73,8810.9,33,male,Laptop Speakers,None,I think it was testing how people perceive others by intelligence with how they speak,None,100,30,80,Yes,TRUE,131
NA,NA,html-keyboard-response,12,152242,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,97,1831.3,82,4141.7,28,male,Laptop Speakers,None,How smart a person sounds for a job,Na,100,86,100,No,TRUE,132
NA,NA,html-keyboard-response,12,398055,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,89,4719,88,6937.8,49,female,Headphones,There were no technical difficulties in the audio and nothing distracted me while listening to the audio.,This experiment was testing the qualifications of a senior sales manager candidate.,There is nothing I can think of at this time,100,59,100,Yes,TRUE,133
NA,NA,html-keyboard-response,12,159707,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,79,2561.3,76,4500.8,24,female,Laptop Speakers,no,Testing the analysis of the persons answer and if we would hire them based on our analysis.,The audio was a little hard to understand,100,25,61,No,TRUE,134
NA,NA,html-keyboard-response,12,166392,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,58,8763.5,69,8435.1,45,male,Laptop Speakers,no,What I thought of the applicant.,no,86,31,77,No,TRUE,135
NA,NA,html-keyboard-response,12,316418,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,74,14333,73,5748,62,male,Headphones,"No, i did not experience any difficulty.",The likelihood of hiring a person based upon ther verbal summation of thier work history for a management position.,"No, nothing additional.",100,100,100,Yes,TRUE,136
NA,NA,html-keyboard-response,12,219314,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,0,11253,57,6713.9,63,female,Headphones,NO,Perception of someone through listening to their discription of their abilities and voice.,Good luck with your research!,100,100,100,Yes,TRUE,137
NA,NA,html-keyboard-response,12,140454,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,66,5315.9,60,3531.2,33,other,Laptop Speakers,I did not.,I think the experiment was testing how likely one would be to hire the person for a sales role given limited information and only the person's voice and a few traits or level of experience to go on.,No,100,54,100,Yes,TRUE,138
NA,NA,html-keyboard-response,12,392181,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,86,12956.5,61,5217.7,50,female,Laptop Speakers,no,opinions on decisions,nice studies,85,95,100,No,TRUE,139
NA,NA,html-keyboard-response,12,183845,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,31,11805,10,11298.6,55,female,Laptop Speakers,no,I don't know. I guess how intelligent people sound when filtered through some sort of mechanical device.,no,84,22,44,Yes,TRUE,140
NA,NA,html-keyboard-response,12,190778,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,38,3181.1,64,6172.900001,56,male,Headphones,No,The audio was terrible and it made the prospect sound creepy and not real.,"No, things worked well.",100,1,67,Yes,TRUE,141
NA,NA,html-keyboard-response,12,192820,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,59,9208.2,79,4312.9,63,female,Laptop Speakers,no,Making judgements of others based on verbal cues only,no,100,41,100,Yes,TRUE,142
NA,NA,html-keyboard-response,12,259771,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,56,7674.7,63,6871.9,49,female,Laptop Speakers,no,how professional someone sounds,n/a,79,59,72,No,TRUE,143
NA,NA,html-keyboard-response,12,281588,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,67,7271.7,57,5864.4,32,female,Headphones,no technical difficulties.,It was testing how we review applicants based on listening to their resume vs. reading their resume.,none,100,100,96,No,TRUE,144
NA,NA,html-keyboard-response,12,408535,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,73,9684.8,77,5030.2,36,female,Laptop Speakers,No,I really have no idea what the experiment is testing.,No,100,88,88,No,TRUE,145
NA,NA,html-keyboard-response,12,532034,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,100,9368.7,97,13961.2,66,female,Headphones,No I did not experience any technical difficulties.,How I form impressions about hiring someone and their personal statement.,It is a very interesting study. Thanks!,100,100,100,No,TRUE,146
NA,NA,html-keyboard-response,12,247024,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,93,5063,87,5341,59,female,External Speakers,No difficulties with study.,Decison on hiring a candidate for a job position from listening to the candidate tell about their prior experience and work ethics.,N/A,99,90,99,No,TRUE,147
NA,NA,html-keyboard-response,12,544633,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,100,9715,92,25241.7,39,male,Laptop Speakers,I did not experience any technical difficulties in playing the audio and I was not distracted by anything while listening to this specific audio information.,"I think that this study was evaluating and analyzing how a person might choose to distinguish key details regarding a hiring decision within a scenario, and whether these important details help to enhance the possibility of an applicant's chance of being hired for a job position like the senior sales manager employment position.",The audio was not the best quality as it was quite hard to understand the applicant and speaker in the main audio recording in the research study. This might have been done deliberately but it is something that I noticed about this survey and how it was presented.,100,19,68,Yes,TRUE,148
NA,NA,html-keyboard-response,12,355600,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,41,8708.8,48,4838.9,41,male,Laptop Speakers,no,Can we judge a good applicant for a job based on hearing their voice and qualifications.,no,100,31,54,No,TRUE,149
NA,NA,html-keyboard-response,12,116397,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,74,3744.2,66,2718.6,42,male,Laptop Speakers,No,To see what we thought of someone describing himself,I thought this was interesting,100,29,82,Yes,TRUE,150
NA,NA,html-keyboard-response,12,257181,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,50,10721.6,100,11459.3,58,female,Laptop Speakers,no,Whether or not intelligence is a determining factor for being hired for highly competitive jobs.,No,100,92,100,Yes,TRUE,151
NA,NA,html-keyboard-response,12,171234,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,76,3853.6,84,4011.1,52,female,Laptop Speakers,No,Qualifications of an applicant.,"The audio was not very clean sounding. There were a lot of pops and tinny sounds. Given technology today, I feel like it could have been cleaner sounding.",100,38,60,Yes,TRUE,152
NA,NA,html-keyboard-response,12,174274,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,65,6812.8,76,5742.1,63,male,Headphones,No problems.,I assume it is about my thoughts on a job candidate based on the audio clip.,"No problems, everything worked fine.",100,100,100,Yes,TRUE,153
NA,NA,html-keyboard-response,12,412220,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,80,3139.5,73,21911.4,28,male,Headphones,no,Perception of people speaking or being interviewed,no,97,77,76,Yes,TRUE,154
NA,NA,html-keyboard-response,12,240763,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,67,5585.4,77,13511.2,46,male,Headphones,no,To see if the quality of a recording would influence my impression of someone.,n/a,100,25,90,No,TRUE,155
NA,NA,html-keyboard-response,12,721006,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,76,9221,62,4886.2,27,male,Laptop Speakers,no,I do not know,no,100,61,64,No,TRUE,156
NA,NA,html-keyboard-response,12,265266,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,69,12163,86,13082.6,55,female,External Speakers,None,How you make a decision about hiring someone based on an audio message by an applicant and their job experience.,I went by his voice and experience.,100,80,100,No,TRUE,157
NA,NA,html-keyboard-response,12,267056,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,68,6027.8,76,3803.6,71,female,Headphones,No difficulties,"INot sure, please tell me.",Nothing,100,100,100,Yes,TRUE,158
NA,NA,html-keyboard-response,12,167045,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,57,17140.8,66,17648.7,31,male,Laptop Speakers,no,hiring decision,no,83,75,92,No,TRUE,159
NA,NA,html-keyboard-response,12,181122,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,77,2345.5,80,4054,44,male,Headphones,Everything worked fine,I am not sure,the voice sounded robotic and like AI,100,33,92,Yes,TRUE,160
NA,NA,html-keyboard-response,12,347952,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,78,7915.6,89,2585.5,32,female,Headphones,No,How I perceive and make judgement of people from their speech.,no.,100,100,100,Yes,TRUE,161
NA,NA,html-keyboard-response,12,236689,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,77,6688.5,68,2312.5,51,male,External Speakers,no,Whether or not this AI generated voice is convincing?,no,100,15,59,Yes,TRUE,162
NA,NA,html-keyboard-response,12,241922,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,94,8425.1,100,9258.1,51,female,Headphones,n/a,"Testing to see if you understood the audio and based on what you heard, would you hire the person.",n/a,100,75,100,Yes,TRUE,163
NA,NA,html-keyboard-response,12,236115,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,62,6759.6,68,7948.3,53,male,Laptop Speakers,I did not.,I have no idea and wouldn't want to venture a guess.,There is not.,97,86,99,Yes,TRUE,164
NA,NA,html-keyboard-response,12,304485,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,88,7251,100,3786.2,37,male,Earbuds,The audio sounded muffled but that may have been intentional.,It was trying to test how audio voice affects the decision making of a person.,Jsut the audio quality.,100,10,100,Yes,TRUE,165
NA,NA,html-keyboard-response,12,396205,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,0,8377,62,6204.3,55,female,Laptop Speakers,No,Robot voices?,No thanks,94,40,63,Yes,TRUE,166
NA,NA,html-keyboard-response,12,893580,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,86,2195,85,3076.7,46,male,Laptop Speakers,No,attention to listening,no,100,21,100,Yes,TRUE,167
NA,NA,html-keyboard-response,12,383472,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,37,12359.8,74,20231.9,36,male,Headphones,No izzusz.,AI recorded resumes.,Thank you for the opportunity.,100,15,75,Yes,TRUE,168
NA,NA,html-keyboard-response,12,689083,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,91,14490,100,13403.5,40,female,Headphones,None,To gain individual perspectives regarding the person that is applying for the senior sales manager position.,None,100,78,100,Yes,TRUE,169
NA,NA,html-keyboard-response,12,284525,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,62,7299.7,71,6948.5,34,female,Laptop Speakers,no,making decision,none,95,60,65,Yes,TRUE,170
NA,NA,html-keyboard-response,12,157876,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,61,3078,70,5052.8,51,male,Laptop Speakers,no,first impressions of someone just listening to their voice,no,100,93,100,No,TRUE,171
NA,NA,html-keyboard-response,12,168472,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,0,2714.6,0,8228.2,50,female,Laptop Speakers,no,It might be about how people respond to AI content that they hear.,no,100,1,100,No,TRUE,172
NA,NA,html-keyboard-response,12,214837,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,90,4097.7,93,5721.3,42,male,Headphones,No,How people evaluate the performance of speech in others.,There is nothing else that I'd like to add.,100,87,95,Yes,TRUE,173
NA,NA,html-keyboard-response,12,223060,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,100,3713.4,100,9589.7,28,female,Headphones,no,really unsure maybe the pursaption of other how one person sees anather such as their voice,n/a,100,100,100,Yes,TRUE,174
NA,NA,html-keyboard-response,12,683914,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,61,9334.3,76,40055.6,71,female,Laptop Speakers,No difficulties.,I think this study was testing my thoughts on the voice I listened to and whether the voice made a difference in how I felt about the person's intelligence and my willingness to hire them.,"There was one word of the recording at the very beginning that I wasn't sure I understood correctly when the person said, ""After eight years in sales..."". I think he said ""eight"" years but I am not positive.",100,86,98,Yes,TRUE,175
NA,NA,html-keyboard-response,12,189533,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,70,7149,76,7301.9,61,female,Laptop Speakers,none,listening skills,no,100,70,99,Yes,TRUE,176
NA,NA,html-keyboard-response,12,161394,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,100,3520.5,100,20900.4,36,male,Laptop Speakers,no,They want me to make a decision on hiring decision. They wanted to increase their sales volume and that's a great line to hear during an interview.,No,100,100,100,No,TRUE,177
NA,NA,html-keyboard-response,12,150665,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,60,4884,70,2303,51,female,Headphones,no,How we perceive AI voices.,N/A,100,72,87,No,TRUE,178
NA,NA,html-keyboard-response,12,216000,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,100,5857,100,5703,61,female,Laptop Speakers,no,It was testing my impressions and decision making regarding hiring a candidate for a senior sales manager position,I thought the recording was clear and the script was believable and well written to represent a strong candidate for a senior sales manager position,100,100,100,Yes,TRUE,179
NA,NA,html-keyboard-response,12,212588,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,70,4011.3,80,5524.8,36,male,Headphones,N/A,I honestly don't know what the experiment was trying to determine.,N/A,100,40,95,Yes,TRUE,180
NA,NA,html-keyboard-response,12,192883,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,22,5367.1,89,4446.2,55,female,Earbuds,None,How a voice application can affect job applicants.,The job applicant sounded like a robot and AI.,100,82,100,No,TRUE,181
NA,NA,html-keyboard-response,12,160836,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,3,3227.5,85,7389.6,36,female,Laptop Speakers,No,To see how I felt about what someone said and how they sounded.,No,100,41,88,No,TRUE,182
NA,NA,html-keyboard-response,12,229275,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,75,6278,81,8811,62,male,External Speakers,no,Hiring skills based on a 30 sec clip,none,95,95,100,Yes,TRUE,183
NA,NA,html-keyboard-response,12,171340,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,4,5732.4,14,6114.1,57,female,Laptop Speakers,no,"I'm  not quite sure, but this sounded like a robot. That is the reason I wouldn't hire.",no,100,74,100,No,TRUE,184
NA,NA,html-keyboard-response,12,146190,0.0-12.0,3,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,intel-first,0,3616,68,8211,38,male,Headphones,None,To see if we thought it was AI and whether we'd hire AI.,Nothing,100,33,100,No,TRUE,185
NA,NA,html-keyboard-response,12,180431,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,97,7550,98,8089,43,male,Laptop Speakers,no,Perception of a job applicant.,none,100,81,99,No,TRUE,186
NA,NA,html-keyboard-response,12,152241,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,100,2755.8,79,5297.9,31,male,Laptop Speakers,None,How I feel about a potential hire,none,100,100,100,No,TRUE,187
NA,NA,html-keyboard-response,12,201551,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,89,4102.8,89,5112.5,25,male,Laptop Speakers,no,I think it was to test if we would hire someone based on their audio resume with low quality audio,N/A,90,31,78,No,TRUE,188
NA,NA,html-keyboard-response,12,153204,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,55,4903.4,77,4506.5,52,female,Headphones,No issues,Not sure perhaps how people perceive automated sounding voices.,Not that I can think of,100,25,74,No,TRUE,189
NA,NA,html-keyboard-response,12,129502,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,59,5682.3,58,2039.5,43,male,Headphones,none,viewpoint of the message of the candidate. whether it was convincing or notl,seemed robotic,100,40,88,Yes,TRUE,190
NA,NA,html-keyboard-response,12,271238,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,75,6734.2,76,11924,66,male,External Speakers,no,reactions to a robotic voice,no,100,85,100,Yes,TRUE,191
NA,NA,html-keyboard-response,12,194999,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,29,12457.1,33,4393.7,35,male,Headphones,no,my hearing,I thought it was a computer voice,100,9,66,Yes,TRUE,192
NA,NA,html-keyboard-response,12,241671,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,81,4594.3,92,2727.7,23,female,Headphones,no,How intelligant we think someone is based on how they speak.,no,100,39,76,No,TRUE,193
NA,NA,html-keyboard-response,12,158459,0.0-12.0,1,computer,FALSE,sound_files/matthew_sales_short.mp3,intel-first,87,3487.8,73,7180.9,24,other,Laptop Speakers,no,If text vs spoken word changes our interpretation of others,no,100,88,100,No,TRUE,194
NA,NA,html-keyboard-response,12,219089,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,66,2668.7,72,19620,42,male,Headphones,none,My perception of potential candidates for a competitive position.,none,100,100,100,No,TRUE,195
NA,NA,html-keyboard-response,12,289616,0.0-12.0,2,computer,TRUE,sound_files/matthew_sales_short_distort4.mp3,hire-first,85,5282.9,100,7706.2,57,female,Laptop Speakers,no,AI assisted application,The voice recording could be slower for better recognition,100,65,100,No,TRUE,196
NA,NA,html-keyboard-response,12,294125,0.0-12.0,4,human,FALSE,sound_files/human_sm_undistorted.mp3,hire-first,84,9645.9,76,6119.2,75,female,Laptop Speakers,No,"I wonder if you are testing people's reactions to another person's voice and opposed to what that voice actually says. This fellow seems smart and motivated, but his voice sounds unanimated or flat -",No,100,92,100,Yes,TRUE,197
NA,NA,html-keyboard-response,12,437456,0.0-12.0,6,human,TRUE,sound_files/human_sm_distort4.mp3,hire-first,77,43902.3,60,6781.1,45,male,Earbuds,none,Testing how participant rate people based on voice and emotion,none,100,75,86,Yes,TRUE,198
NA,NA,html-keyboard-response,12,237598,0.0-12.0,5,human,FALSE,sound_files/human_sm_undistorted.mp3,intel-first,89,6934.8,86,6149.3,50,male,External Speakers,no,i guess my opinion about what a person says and how it fits the job they are applying for at the company. If a person sounding confidant makes a difference,i had zero issues,100,100,100,Yes,TRUE,199
NA,NA,html-keyboard-response,12,197650,0.0-12.0,0,computer,FALSE,sound_files/matthew_sales_short.mp3,hire-first,88,21414.5,93,6081.5,50,male,Laptop Speakers,NONE,JUDGING JOB CANDIDATES USING AI?,NO,100,80,98,Yes,TRUE,200
NA,NA,html-keyboard-response,12,538656,0.0-12.0,7,human,TRUE,sound_files/human_sm_distort4.mp3,intel-first,99,10293.4,95,11824.4,32,female,Headphones,No,How a personal statement could influence a hiring decision.,No,100,65,100,Yes,TRUE,201
